t(ticks); id_viat; destin; t_estacion; t_vida; observ
       0;       1;      S;        100;      0; Encerrado!
       0;       2;      W;        100;      0; Encerrado!
       0;       3;      E;         90;      0; Encerrado!
       0;       4;      S;         80;      0; Encerrado!
       0;       5;      S;         10;      0; Encerrado!
       0;       6;      E;         80;      0; Encerrado!
       1;       7;      W;         70;      1; Encerrado!
       1;       8;      E;         70;      1; Encerrado!
       1;       9;      S;        100;      1; Encerrado!
       1;      10;      N;         70;      1; Encerrado!
       1;      11;      W;         70;      1; Encerrado!
       1;      12;      W;         70;      1; Encerrado!
       1;      13;      E;         20;      1; Encerrado!
       1;      14;      S;         30;      1; Encerrado!
       1;      15;      N;         50;      1; Encerrado!
       1;      16;      E;         10;      1; Encerrado!
       1;      17;      W;         50;      1; Encerrado!
       1;      18;      E;         10;      1; Encerrado!
       1;      19;      E;         20;      1; Encerrado!
       1;      20;      S;        100;      1; Encerrado!
       1;      21;      W;         50;      0; Encerrado!
       1;     103;      N;         30;      0; Encerrado!
       1;      23;      S;         90;      0; Encerrado!
       1;      24;      E;         60;      0; Encerrado!
       2;      25;      W;         40;      1; Encerrado!
       2;      26;      W;         10;      1; Encerrado!
       2;      27;      S;         80;      1; Encerrado!
       2;      28;      S;         60;      1; Encerrado!
       2;      29;      N;         60;      1; Encerrado!
       2;      30;      E;         70;      1; Encerrado!
       2;      31;      E;         60;      1; Encerrado!
       2;      32;      E;         60;      1; Encerrado!
       2;      33;      N;        100;      1; Encerrado!
       2;      34;      W;         40;      1; Encerrado!
       2;      35;      S;         90;      1; Encerrado!
       2;      36;      E;         40;      1; Encerrado!
       2;      37;      S;         10;      1; Encerrado!
       3;      38;      E;         50;      2; Encerrado!
       3;      39;      S;         90;      2; Encerrado!
       3;     235;      E;         70;      0; Encerrado!
       3;     243;      E;         50;      0; Encerrado!
       3;      42;      S;         70;      2; Encerrado!
       3;      43;      S;         90;      2; Encerrado!
       3;      44;      W;         90;      2; Encerrado!
       3;      45;      N;         80;      2; Encerrado!
       3;      46;      W;         80;      2; Encerrado!
       3;      47;      E;         80;      2; Encerrado!
       3;      48;      N;        100;      2; Encerrado!
       3;      49;      W;         90;      2; Encerrado!
       3;      50;      W;         60;      2; Encerrado!
       3;      51;      W;         70;      2; Encerrado!
       3;      52;      N;         30;      2; Encerrado!
       3;      53;      W;         30;      2; Encerrado!
       3;      54;      N;         50;      2; Encerrado!
       3;      55;      W;         80;      2; Encerrado!
       3;      56;      S;         30;      2; Encerrado!
       4;      57;      S;         40;      3; Encerrado!
       4;      58;      E;         30;      3; Encerrado!
       4;      59;      N;         20;      3; Encerrado!
       4;      60;      W;         10;      3; Encerrado!
       4;      61;      S;         10;      3; Encerrado!
       4;      62;      N;        100;      3; Encerrado!
       4;      63;      N;         20;      3; Encerrado!
       4;      65;      W;         40;      3; Encerrado!
       4;      66;      W;         90;      3; Encerrado!
       4;     431;      E;         30;      0; Encerrado!
       4;      67;      S;         20;      3; Encerrado!
       4;      68;      N;         20;      3; Encerrado!
       5;     454;      S;         20;      0; Encerrado!
       5;      70;      S;         40;      4; Encerrado!
       5;      71;      E;         20;      4; Encerrado!
       5;      72;      W;         60;      4; Encerrado!
       5;      73;      E;         50;      4; Encerrado!
       5;      74;      W;        100;      4; Encerrado!
       5;      75;      E;        100;      4; Encerrado!
       5;      76;      N;         50;      4; Encerrado!
       5;      77;      N;        100;      4; Encerrado!
       5;      78;      E;        100;      4; Encerrado!
       5;      79;      N;         60;      4; Encerrado!
       5;      80;      N;         90;      4; Encerrado!
       5;      81;      E;         90;      4; Encerrado!
       5;      82;      S;         70;      4; Encerrado!
       5;      83;      W;         60;      4; Encerrado!
       5;      84;      W;         80;      4; Encerrado!
       5;      85;      W;         20;      4; Encerrado!
       5;      86;      E;         80;      4; Encerrado!
       5;      87;      S;         30;      4; Encerrado!
       5;      88;      N;         10;      4; Encerrado!
       5;      89;      E;        100;      4; Encerrado!
       5;      90;      N;         10;      4; Encerrado!
       6;      91;      S;        100;      5; Encerrado!
       6;      92;      E;         50;      5; Encerrado!
       6;      93;      S;        100;      5; Encerrado!
       6;      94;      E;        100;      5; Encerrado!
       6;      95;      W;         50;      5; Encerrado!
       6;      96;      E;         80;      5; Encerrado!
       6;      97;      W;        100;      5; Encerrado!
       6;      98;      W;         80;      5; Encerrado!
       6;      99;      N;         90;      5; Encerrado!
       6;     100;      N;         30;      5; Encerrado!
       6;     101;      S;        100;      5; Encerrado!
       6;     102;      N;         30;      5; Encerrado!
       6;      22;      N;         50;      5; Encerrado!
       6;     104;      S;         30;      5; Encerrado!
       7;     105;      S;         70;      6; Encerrado!
       7;     106;      W;         30;      6; Encerrado!
       7;     107;      N;         30;      6; Encerrado!
       7;     108;      E;         20;      6; Encerrado!
       7;     109;      W;         60;      6; Encerrado!
       7;     110;      W;         20;      6; Encerrado!
       7;     111;      S;         20;      6; Encerrado!
       7;     112;      S;         20;      6; Encerrado!
       7;     113;      S;         20;      6; Encerrado!
       7;     114;      S;         40;      6; Encerrado!
       7;     115;      W;         80;      6; Encerrado!
       7;     116;      W;         70;      6; Encerrado!
       7;     117;      S;         80;      6; Encerrado!
       7;     819;      E;         10;      0; Encerrado!
       7;     119;      E;         80;      6; Encerrado!
       7;     120;      E;         30;      6; Encerrado!
       7;     121;      W;         70;      6; Encerrado!
       7;     122;      N;         10;      5; Encerrado!
       7;     860;      E;         20;      0; Encerrado!
       7;     868;      E;         60;      0; Encerrado!
       7;     125;      N;         30;      5; Encerrado!
       8;     126;      E;         70;      6; Encerrado!
       8;     127;      W;         70;      6; Encerrado!
       8;     128;      N;         70;      6; Encerrado!
       8;     129;      S;         70;      6; Encerrado!
       8;     130;      N;         70;      6; Encerrado!
       8;     131;      N;         60;      6; Encerrado!
       8;     132;      W;         30;      6; Encerrado!
       8;     133;      N;         80;      6; Encerrado!
       8;     134;      S;         60;      6; Encerrado!
       8;     135;      W;         20;      6; Encerrado!
       8;     136;      E;        100;      6; Encerrado!
       8;     137;      W;         90;      6; Encerrado!
       8;     138;      E;         90;      6; Encerrado!
       8;     139;      E;         50;      6; Encerrado!
       9;     140;      W;         70;      7; Encerrado!
       9;     141;      W;         60;      7; Encerrado!
       9;     142;      N;         10;      7; Encerrado!
       9;     143;      S;         70;      7; Encerrado!
       9;     144;      W;         50;      7; Encerrado!
       9;     145;      N;         90;      7; Encerrado!
       9;     146;      W;         50;      7; Encerrado!
       9;     147;      N;         10;      7; Encerrado!
       9;    1056;      E;         70;      0; Encerrado!
       9;     149;      W;         20;      7; Encerrado!
       9;     150;      W;        100;      7; Encerrado!
       9;     151;      E;         10;      7; Encerrado!
       9;     152;      N;         40;      7; Encerrado!
       9;     153;      S;         40;      7; Encerrado!
       9;     154;      S;         60;      7; Encerrado!
       9;     155;      N;         20;      7; Encerrado!
       9;     156;      E;         30;      7; Encerrado!
       9;     157;      E;        100;      7; Encerrado!
       9;     158;      E;         40;      7; Encerrado!
       9;     159;      S;         80;      7; Encerrado!
       9;     160;      E;         30;      7; Encerrado!
      10;     161;      W;        100;      8; Encerrado!
      10;    1166;      N;         60;      0; Encerrado!
      10;     163;      S;         70;      8; Encerrado!
      10;     164;      S;         40;      8; Encerrado!
      10;     165;      N;         70;      8; Encerrado!
      10;     166;      W;         40;      8; Encerrado!
      10;     167;      E;        100;      8; Encerrado!
      10;     168;      W;         50;      8; Encerrado!
      10;     169;      E;         20;      8; Encerrado!
      10;     170;      S;        100;      8; Encerrado!
      10;     171;      W;         50;      8; Encerrado!
      10;     172;      S;         40;      8; Encerrado!
      10;     173;      W;         70;      8; Encerrado!
      10;     174;      W;         70;      8; Encerrado!
      10;     175;      E;         70;      8; Encerrado!
      11;     176;      W;         10;      9; Encerrado!
      11;     177;      N;         50;      9; Encerrado!
      11;     178;      W;         90;      9; Encerrado!
      11;     179;      N;         90;      9; Encerrado!
      11;     180;      S;         80;      9; Encerrado!
      11;     181;      W;         30;      9; Encerrado!
      11;     182;      S;         10;      9; Encerrado!
      11;     183;      E;         90;      9; Encerrado!
      11;     184;      N;         40;      9; Encerrado!
      11;     185;      S;         10;      9; Encerrado!
      11;     186;      E;         10;      9; Encerrado!
      11;     187;      N;         40;      9; Encerrado!
      11;     188;      E;         40;      9; Encerrado!
      11;     189;      N;         80;      9; Encerrado!
      11;     190;      W;         70;      9; Encerrado!
      11;     191;      E;         70;      9; Encerrado!
      11;     192;      S;         40;      9; Encerrado!
      11;     193;      E;         20;      9; Encerrado!
      11;     194;      S;         50;      9; Encerrado!
      11;     195;      W;         80;      9; Encerrado!
      11;     196;      E;         80;      9; Encerrado!
      12;     197;      E;         20;     10; Encerrado!
      12;     198;      S;         60;     10; Encerrado!
      12;     199;      N;         60;     10; Encerrado!
      12;     200;      W;         50;     10; Encerrado!
      12;     201;      W;         90;     10; Encerrado!
      12;     202;      N;         30;     10; Encerrado!
      12;     203;      W;         60;     10; Encerrado!
      12;     204;      E;         60;     10; Encerrado!
      12;     205;      N;         50;     10; Encerrado!
      12;     206;      W;         60;     10; Encerrado!
      12;     207;      S;         60;     10; Encerrado!
      12;     208;      W;         40;     10; Encerrado!
      12;     209;      E;         10;     10; Encerrado!
      12;     210;      W;         40;     10; Encerrado!
      12;     211;      E;         90;     10; Encerrado!
      13;     212;      E;        100;     11; Encerrado!
      13;     213;      S;         80;     11; Encerrado!
      13;     214;      N;         30;     11; Encerrado!
      13;     215;      W;         40;     11; Encerrado!
      13;     216;      E;         50;     11; Encerrado!
      13;     217;      S;         90;     11; Encerrado!
      13;     218;      S;         20;     11; Encerrado!
      13;     219;      E;         60;     10; Encerrado!
      13;     220;      N;         60;     10; Encerrado!
      13;     221;      N;         40;     10; Encerrado!
      13;     222;      S;         20;     10; Encerrado!
      13;     223;      E;         60;     10; Encerrado!
      13;     224;      E;         30;     10; Encerrado!
      13;     225;      N;         70;     10; Encerrado!
      13;     226;      E;         20;     10; Encerrado!
      13;     227;      N;         20;     10; Encerrado!
      13;     228;      E;         10;     10; Encerrado!
      13;     229;      S;         80;     10; Encerrado!
      13;     230;      N;         10;     10; Encerrado!
      13;     231;      N;         50;     10; Encerrado!
      14;     232;      E;        100;     11; Encerrado!
      14;     233;      E;         50;     11; Encerrado!
      14;     234;      S;         60;     11; Encerrado!
      14;      40;      E;         40;     13; Encerrado!
      14;     236;      E;         90;     11; Encerrado!
      14;     237;      W;         30;     11; Encerrado!
      14;     238;      S;        100;     11; Encerrado!
      14;     239;      W;         70;     11; Encerrado!
      14;     240;      N;         50;     11; Encerrado!
      14;     241;      N;         30;     11; Encerrado!
      14;     242;      S;         10;     11; Encerrado!
      14;      41;      W;         20;     13; Encerrado!
      15;     244;      E;         40;     12; Encerrado!
      15;     245;      S;         20;     12; Encerrado!
      15;     246;      E;         40;     12; Encerrado!
      15;     247;      S;         10;     12; Encerrado!
      15;     248;      E;         20;     12; Encerrado!
      15;     249;      W;        100;     12; Encerrado!
      15;     250;      W;         60;     12; Encerrado!
      15;     251;      S;         30;     12; Encerrado!
      15;     252;      W;         70;     12; Encerrado!
      15;     253;      E;         60;     12; Encerrado!
      15;     254;      N;         60;     12; Encerrado!
      15;     255;      S;         90;     12; Encerrado!
      15;     256;      E;         30;     12; Encerrado!
      15;     257;      N;         10;     12; Encerrado!
      15;     258;      E;         80;     12; Encerrado!
      15;     259;      N;         80;     12; Encerrado!
      15;     260;      S;        100;     12; Encerrado!
      15;     261;      N;         70;     12; Encerrado!
      15;     262;      W;         90;     12; Encerrado!
      15;     263;      E;         60;     12; Encerrado!
      15;     264;      W;         40;     12; Encerrado!
      16;     265;      S;         90;     13; Encerrado!
      16;     266;      S;         70;     13; Encerrado!
      16;     267;      W;         10;     13; Encerrado!
      16;     268;      S;         20;     13; Encerrado!
      16;     269;      S;         30;     13; Encerrado!
      16;     270;      E;         50;     13; Encerrado!
      16;     271;      S;         20;     13; Encerrado!
      16;     272;      N;         40;     13; Encerrado!
      16;     273;      W;         20;     13; Encerrado!
      16;     274;      W;         70;     13; Encerrado!
      16;     275;      E;         20;     13; Encerrado!
      16;     276;      N;         40;     13; Encerrado!
      16;     277;      W;         30;     13; Encerrado!
      16;     278;      S;         80;     13; Encerrado!
      17;     279;      S;         70;     14; Encerrado!
      17;     280;      S;         50;     14; Encerrado!
      17;     281;      W;         40;     14; Encerrado!
      17;     282;      S;        100;     14; Encerrado!
      17;     283;      E;         70;     14; Encerrado!
      17;    2119;      E;         60;      0; Encerrado!
      17;     285;      E;         80;     14; Encerrado!
      17;     286;      E;         80;     14; Encerrado!
      17;     287;      W;         60;     14; Encerrado!
      17;     288;      S;         50;     14; Encerrado!
      17;     289;      S;         90;     14; Encerrado!
      17;     290;      S;         20;     14; Encerrado!
      17;     291;      E;         80;     14; Encerrado!
      17;     292;      S;         90;     14; Encerrado!
      17;     293;      S;        100;     14; Encerrado!
      17;     294;      N;         20;     14; Encerrado!
      17;     295;      E;         90;     14; Encerrado!
      17;     296;      S;         10;     14; Encerrado!
      17;     297;      S;         20;     14; Encerrado!
      17;     298;      E;         10;     14; Encerrado!
      17;     299;      W;         90;     14; Encerrado!
      17;     300;      E;         90;     14; Encerrado!
      17;     301;      S;        100;     14; Encerrado!
      18;     302;      N;         40;     15; Encerrado!
      18;     303;      N;        100;     15; Encerrado!
      18;     304;      S;        100;     15; Encerrado!
      18;     305;      N;         80;     15; Encerrado!
      18;     306;      S;         40;     15; Encerrado!
      18;     307;      W;         80;     15; Encerrado!
      18;     308;      W;         40;     15; Encerrado!
      18;     309;      N;         40;     15; Encerrado!
      18;     310;      S;         80;     15; Encerrado!
      18;     311;      N;        100;     15; Encerrado!
      18;     312;      S;         40;     15; Encerrado!
      18;     313;      E;         20;     15; Encerrado!
      18;     314;      N;         90;     15; Encerrado!
      18;    2347;      E;         60;      0; Encerrado!
      18;    2354;      N;        100;      0; Encerrado!
      19;     317;      W;         20;     16; Encerrado!
      19;     318;      E;         70;     16; Encerrado!
      19;     319;      S;         80;     16; Encerrado!
      19;     320;      S;         60;     16; Encerrado!
      19;     321;      N;         70;     16; Encerrado!
      19;     322;      N;         90;     16; Encerrado!
      19;     323;      W;         10;     16; Encerrado!
      19;    2415;      E;         50;      0; Encerrado!
      19;     325;      E;         30;     16; Encerrado!
      19;     326;      N;         40;     16; Encerrado!
      19;     327;      W;         60;     16; Encerrado!
      19;     328;      S;         30;     16; Encerrado!
      19;     329;      S;         40;     16; Encerrado!
      19;     330;      W;         40;     16; Encerrado!
      19;     331;      S;         10;     16; Encerrado!
      19;     332;      W;         40;     16; Encerrado!
      19;     333;      S;        100;     16; Encerrado!
      19;     334;      E;         20;     16; Encerrado!
      19;     335;      S;         70;     16; Encerrado!
      19;     336;      S;         20;     16; Encerrado!
      19;     337;      N;         60;     16; Encerrado!
      20;     338;      W;        100;     17; Encerrado!
      20;     339;      S;        100;     17; Encerrado!
      20;     340;      N;         40;     17; Encerrado!
      20;     341;      N;         50;     17; Encerrado!
      20;     342;      W;         10;     17; Encerrado!
      20;     343;      N;         20;     17; Encerrado!
      20;     344;      E;         30;     17; Encerrado!
      20;     345;      W;        100;     17; Encerrado!
      20;     346;      E;         90;     17; Encerrado!
      20;     347;      W;        100;     17; Encerrado!
      21;     348;      N;         60;     18; Encerrado!
      21;     349;      W;         10;     18; Encerrado!
      21;     350;      E;         30;     18; Encerrado!
      21;     351;      N;         60;     18; Encerrado!
      21;     352;      W;        100;     18; Encerrado!
      21;     353;      E;        100;     18; Encerrado!
      21;     354;      W;         50;     18; Encerrado!
      21;     355;      W;         90;     18; Encerrado!
      21;     356;      W;         70;     17; Encerrado!
      21;     357;      E;         90;     17; Encerrado!
      21;     358;      N;         10;     17; Encerrado!
      21;     359;      S;         20;     17; Encerrado!
      21;     360;      E;         50;     17; Encerrado!
      21;     361;      W;         40;     17; Encerrado!
      21;     362;      E;         40;     17; Encerrado!
      21;     363;      E;         40;     17; Encerrado!
      21;     364;      W;         90;     17; Encerrado!
      21;     365;      E;        100;     17; Encerrado!
      21;     366;      S;        100;     17; Encerrado!
      21;     367;      N;         30;     17; Encerrado!
      21;     368;      E;         20;     17; Encerrado!
      21;     369;      S;        100;     17; Encerrado!
      21;     370;      W;         50;     17; Encerrado!
      22;     371;      W;         80;     18; Encerrado!
      22;     372;      E;         90;     18; Encerrado!
      22;     373;      W;         40;     18; Encerrado!
      22;     374;      N;         60;     18; Encerrado!
      22;    2805;      E;         10;      0; Encerrado!
      22;     376;      E;         90;     18; Encerrado!
      22;     377;      S;         80;     18; Encerrado!
      22;     378;      S;         50;     18; Encerrado!
      22;     379;      N;         50;     18; Encerrado!
      22;     380;      E;         40;     18; Encerrado!
      22;     381;      E;         10;     18; Encerrado!
      22;     382;      S;         20;     18; Encerrado!
      22;     383;      N;         20;     18; Encerrado!
      22;     384;      W;         50;     18; Encerrado!
      22;     385;      S;         80;     18; Encerrado!
      23;     386;      S;         60;     19; Encerrado!
      23;     387;      W;         30;     19; Encerrado!
      23;     388;      W;         30;     19; Encerrado!
      23;     389;      N;         50;     19; Encerrado!
      23;     390;      W;         80;     19; Encerrado!
      23;    2921;      N;         30;      0; Encerrado!
      23;    2929;      E;         20;      0; Encerrado!
      23;     393;      S;         40;     19; Encerrado!
      23;     394;      N;         20;     19; Encerrado!
      23;     395;      W;         10;     19; Encerrado!
      23;     396;      E;         50;     19; Encerrado!
      23;     397;      E;         50;     19; Encerrado!
      23;     398;      N;         50;     19; Encerrado!
      23;     399;      N;         10;     19; Encerrado!
      23;     400;      S;        100;     19; Encerrado!
      23;     401;      E;         50;     19; Encerrado!
      23;     402;      S;         10;     19; Encerrado!
      23;     403;      E;         60;     19; Encerrado!
      23;     404;      S;         50;     19; Encerrado!
      23;     405;      S;         60;     19; Encerrado!
      23;     406;      W;         10;     19; Encerrado!
      24;     407;      N;         60;     20; Encerrado!
      24;    3056;      E;         80;      0; Encerrado!
      24;     409;      E;         40;     20; Encerrado!
      24;     410;      W;         20;     20; Encerrado!
      24;     411;      S;         60;     20; Encerrado!
      24;     412;      S;         20;     20; Encerrado!
      24;     413;      N;         60;     20; Encerrado!
      24;     414;      S;        100;     20; Encerrado!
      24;     415;      S;         10;     20; Encerrado!
      24;     416;      E;         20;     20; Encerrado!
      24;     417;      N;         10;     20; Encerrado!
      24;     418;      E;         10;     20; Encerrado!
      24;     419;      W;         80;     20; Encerrado!
      25;     420;      E;        100;     21; Encerrado!
      25;     421;      E;         30;     21; Encerrado!
      25;     422;      E;         60;     21; Encerrado!
      25;     423;      S;         70;     21; Encerrado!
      25;     424;      W;         70;     21; Encerrado!
      25;     425;      S;         10;     21; Encerrado!
      25;     426;      N;         40;     21; Encerrado!
      25;     427;      N;         40;     21; Encerrado!
      25;     428;      W;         30;     21; Encerrado!
      25;     429;      S;         10;     21; Encerrado!
      25;     430;      W;         10;     21; Encerrado!
      25;    3231;      S;         10;      0; Encerrado!
      25;     432;      W;         70;     21; Encerrado!
      25;     433;      N;         10;     21; Encerrado!
      25;     434;      S;         60;     21; Encerrado!
      25;    3258;      E;        100;      0; Encerrado!
      25;     436;      S;         20;     21; Encerrado!
      25;     437;      S;         50;     21; Encerrado!
      25;     438;      N;         60;     21; Encerrado!
      25;     439;      W;         40;     21; Encerrado!
      25;     440;      S;         20;     21; Encerrado!
      25;     441;      W;         40;     21; Encerrado!
      25;     442;      E;         50;     21; Encerrado!
      26;     443;      E;        100;     22; Encerrado!
      26;     444;      E;         40;     22; Encerrado!
      26;     445;      S;         90;     22; Encerrado!
      26;     446;      S;         50;     22; Encerrado!
      26;    3345;      W;         60;      0; Encerrado!
      26;     448;      E;         70;     22; Encerrado!
      26;     449;      W;         30;     22; Encerrado!
      26;     450;      N;         80;     22; Encerrado!
      26;     451;      N;         80;     22; Encerrado!
      26;     452;      W;         90;     22; Encerrado!
      26;     453;      E;         30;     21; Encerrado!
      26;      69;      E;         30;     25; Encerrado!
      26;     455;      N;         30;     21; Encerrado!
      26;     456;      E;         50;     21; Encerrado!
      26;     457;      S;        100;     21; Encerrado!
      27;     458;      S;         80;     22; Encerrado!
      27;     459;      N;         20;     22; Encerrado!
      27;     460;      W;         10;     22; Encerrado!
      27;     461;      N;         90;     22; Encerrado!
      27;     462;      W;         10;     22; Encerrado!
      27;     463;      W;         40;     22; Encerrado!
      27;     464;      S;         60;     22; Encerrado!
      27;     465;      E;         60;     22; Encerrado!
      27;     466;      N;         30;     22; Encerrado!
      27;     467;      W;         20;     22; Encerrado!
      27;     468;      W;         10;     22; Encerrado!
      27;     469;      E;         20;     22; Encerrado!
      27;     470;      N;         80;     22; Encerrado!
      27;     471;      E;         80;     22; Encerrado!
      27;     472;      N;         50;     22; Encerrado!
      27;     473;      W;         90;     22; Encerrado!
      27;     474;      E;        100;     22; Encerrado!
      27;     475;      N;         60;     22; Encerrado!
      27;     476;      E;         70;     22; Encerrado!
      27;     477;      E;         40;     22; Encerrado!
      27;     478;      N;         90;     22; Encerrado!
      27;     479;      W;         20;     22; Encerrado!
      28;     480;      S;         90;     23; Encerrado!
      28;     481;      E;         60;     23; Encerrado!
      28;     482;      E;         30;     23; Encerrado!
      28;     483;      W;         80;     23; Encerrado!
      28;     484;      W;         70;     23; Encerrado!
      28;     485;      W;         30;     23; Encerrado!
      28;     486;      N;         30;     23; Encerrado!
      28;     487;      E;         70;     23; Encerrado!
      28;     488;      N;         30;     23; Encerrado!
      28;     489;      W;         80;     23; Encerrado!
      28;     490;      W;         40;     23; Encerrado!
      28;     491;      N;         70;     23; Encerrado!
      28;     492;      E;         90;     23; Encerrado!
      28;     493;      W;        100;     23; Encerrado!
      29;     494;      S;         10;     24; Encerrado!
      29;     495;      N;         80;     24; Encerrado!
      29;     496;      S;         20;     24; Encerrado!
      29;     497;      S;         30;     24; Encerrado!
      29;     498;      N;         60;     24; Encerrado!
      29;     499;      S;         70;     24; Encerrado!
      29;     500;      E;         50;     24; Encerrado!
      29;     501;      W;         70;     24; Encerrado!
      29;     502;      E;         30;     24; Encerrado!
      29;     503;      S;        100;     24; Encerrado!
      29;     504;      E;         80;     24; Encerrado!
      29;     505;      E;         40;     24; Encerrado!
      29;     506;      E;         40;     24; Encerrado!
      29;     507;      W;         20;     24; Encerrado!
      29;     508;      S;         10;     24; Encerrado!
      29;     509;      W;         70;     24; Encerrado!
      29;     510;      N;         30;     24; Encerrado!
      29;     511;      W;         50;     24; Encerrado!
      29;     512;      N;         60;     24; Encerrado!
      29;     513;      N;         80;     24; Encerrado!
      29;     514;      S;         50;     24; Encerrado!
      29;     515;      S;         30;     24; Encerrado!
      29;     516;      E;         50;     24; Encerrado!
      30;     517;      E;        100;     25; Encerrado!
      30;     518;      W;         80;     25; Encerrado!
      30;     519;      N;         50;     25; Encerrado!
      30;     520;      W;         50;     25; Encerrado!
      30;     521;      N;         90;     25; Encerrado!
      30;     522;      N;         90;     25; Encerrado!
      30;     523;      E;         30;     25; Encerrado!
      30;     524;      E;        100;     25; Encerrado!
      30;    3907;      W;        100;      0; Encerrado!
      30;     526;      N;         90;     25; Encerrado!
      30;     527;      E;         20;     25; Encerrado!
      30;     528;      N;         30;     25; Encerrado!
      30;     529;      N;         70;     25; Encerrado!
      30;     530;      E;         10;     25; Encerrado!
      31;     531;      E;         40;     26; Encerrado!
      31;     532;      E;         90;     26; Encerrado!
      31;     533;      W;         70;     26; Encerrado!
      31;     534;      S;         10;     26; Encerrado!
      31;     535;      N;        100;     26; Encerrado!
      31;     536;      W;        100;     26; Encerrado!
      31;     537;      W;         20;     26; Encerrado!
      31;     538;      W;         30;     26; Encerrado!
      31;     539;      W;         90;     26; Encerrado!
      31;     540;      N;         40;     26; Encerrado!
      31;     541;      N;         70;     26; Encerrado!
      31;     542;      W;         50;     26; Encerrado!
      31;     543;      S;         40;     26; Encerrado!
      31;     544;      W;         20;     26; Encerrado!
      31;     545;      N;         30;     26; Encerrado!
      31;     546;      E;         80;     26; Encerrado!
      31;     547;      W;         30;     26; Encerrado!
      31;     548;      W;         50;     26; Encerrado!
      31;     549;      E;         30;     26; Encerrado!
      31;     550;      N;         60;     26; Encerrado!
      31;     551;      E;        100;     26; Encerrado!
      31;     552;      E;         50;     26; Encerrado!
      32;     553;      E;         30;     27; Encerrado!
      32;     554;      S;         20;     27; Encerrado!
      32;     555;      W;         60;     27; Encerrado!
      32;     556;      W;        100;     27; Encerrado!
      32;     557;      S;         60;     27; Encerrado!
      32;     558;      N;         40;     27; Encerrado!
      32;     559;      W;         30;     27; Encerrado!
      32;     560;      E;         90;     27; Encerrado!
      32;     561;      N;         50;     27; Encerrado!
      32;     562;      S;         10;     27; Encerrado!
      32;     563;      W;        100;     27; Encerrado!
      32;     564;      N;         30;     27; Encerrado!
      32;     565;      S;         90;     27; Encerrado!
      32;     566;      E;         70;     27; Encerrado!
      33;     567;      S;         90;     28; Encerrado!
      33;     568;      N;         50;     28; Encerrado!
      33;     569;      N;         10;     28; Encerrado!
      33;     570;      E;         30;     28; Encerrado!
      33;     571;      W;         60;     28; Encerrado!
      33;     572;      S;        100;     28; Encerrado!
      33;     573;      S;         90;     28; Encerrado!
      33;     574;      W;         50;     28; Encerrado!
      33;     575;      N;         40;     28; Encerrado!
      33;     576;      S;        100;     28; Encerrado!
      33;    4287;      W;         10;      0; Encerrado!
      33;     578;      E;         20;     28; Encerrado!
      33;     579;      E;        100;     28; Encerrado!
      33;     580;      E;         80;     28; Encerrado!
      33;     581;      W;         60;     28; Encerrado!
      33;     582;      W;         90;     28; Encerrado!
      33;     583;      W;         70;     28; Encerrado!
      33;     584;      S;         20;     28; Encerrado!
      33;     585;      W;         30;     28; Encerrado!
      33;     586;      S;         30;     28; Encerrado!
      33;     587;      W;         30;     28; Encerrado!
      33;     588;      W;         60;     28; Encerrado!
      33;     589;      N;        100;     28; Encerrado!
      34;     590;      S;        100;     29; Encerrado!
      34;     591;      S;         70;     29; Encerrado!
      34;     592;      S;         80;     29; Encerrado!
      34;     593;      E;         10;     29; Encerrado!
      34;     594;      N;         90;     29; Encerrado!
      34;     595;      N;         90;     29; Encerrado!
      34;     596;      W;         30;     29; Encerrado!
      34;     597;      S;         50;     29; Encerrado!
      34;     598;      E;         30;     29; Encerrado!
      34;     599;      N;         30;     29; Encerrado!
      34;     600;      N;         80;     29; Encerrado!
      34;     601;      W;         50;     29; Encerrado!
      35;     602;      N;         50;     30; Encerrado!
      35;     603;      E;         30;     30; Encerrado!
      35;     604;      E;         90;     30; Encerrado!
      35;     605;      W;         90;     30; Encerrado!
      35;     606;      E;         10;     30; Encerrado!
      35;     607;      E;         60;     30; Encerrado!
      35;     608;      E;         20;     30; Encerrado!
      35;     609;      W;         90;     29; Encerrado!
      35;     610;      E;         60;     29; Encerrado!
      35;    4557;      S;         10;      0; Encerrado!
      35;     612;      E;         60;     29; Encerrado!
      35;     613;      W;         80;     29; Encerrado!
      35;     614;      S;         80;     29; Encerrado!
      35;     615;      E;         30;     29; Encerrado!
      35;     616;      W;         60;     29; Encerrado!
      35;     617;      S;         40;     29; Encerrado!
      35;     618;      N;         30;     29; Encerrado!
      35;     619;      E;         80;     29; Encerrado!
      35;     620;      N;         10;     29; Encerrado!
      35;     621;      E;         30;     29; Encerrado!
      35;     622;      W;         70;     29; Encerrado!
      36;     623;      N;         10;     30; Encerrado!
      36;     624;      S;        100;     30; Encerrado!
      36;     625;      E;         30;     30; Encerrado!
      36;     626;      E;         50;     30; Encerrado!
      36;     627;      S;         10;     30; Encerrado!
      36;     628;      E;         90;     30; Encerrado!
      36;     629;      W;         50;     30; Encerrado!
      36;     630;      E;         40;     30; Encerrado!
      36;     631;      S;        100;     30; Encerrado!
      36;     632;      N;         90;     30; Encerrado!
      36;     633;      N;         10;     30; Encerrado!
      36;     634;      N;        100;     30; Encerrado!
