t(ticks); id_viat; destin; t_estacion; t_vida; observ
     447;    7469;      E;         70;    391; Encerrado!
     447;    7470;      E;         10;    391; Encerrado!
     447;    7471;      E;        100;    391; Encerrado!
     447;    7472;      W;         40;    391; Encerrado!
     447;    7473;      S;         30;    391; Encerrado!
     447;    7474;      S;         90;    391; Encerrado!
     447;    7475;      W;         20;    391; Encerrado!
     447;    7476;      E;         20;    391; Encerrado!
     448;    7477;      S;         10;    392; Encerrado!
     448;    7478;      E;         60;    392; Encerrado!
     448;    7479;      N;         70;    392; Encerrado!
     448;    7480;      W;         70;    392; Encerrado!
     448;    7481;      N;         90;    392; Encerrado!
     448;    7482;      S;        100;    392; Encerrado!
     448;    7483;      W;         20;    392; Encerrado!
     448;    7484;      E;        100;    392; Encerrado!
     448;    7485;      S;         80;    392; Encerrado!
     448;    7486;      E;         90;    392; Encerrado!
     448;    7487;      N;         60;    392; Encerrado!
     448;    7488;      W;         60;    392; Encerrado!
     448;    7489;      W;         50;    392; Encerrado!
     449;    7490;      W;         60;    392; Encerrado!
     449;    7491;      E;         50;    392; Encerrado!
     449;    7492;      W;         60;    392; Encerrado!
     449;    7493;      N;         20;    392; Encerrado!
     449;    7494;      W;         10;    392; Encerrado!
     449;    7495;      W;         50;    392; Encerrado!
     449;    7496;      W;         20;    392; Encerrado!
     449;    7497;      S;         20;    392; Encerrado!
     449;    7498;      E;         10;    392; Encerrado!
     449;    7499;      N;         90;    392; Encerrado!
     449;    7500;      W;         20;    392; Encerrado!
     449;    7501;      N;         80;    392; Encerrado!
     449;    7502;      S;         80;    392; Encerrado!
     449;    7503;      S;         60;    392; Encerrado!
     449;    7504;      N;         80;    392; Encerrado!
     449;    7505;      S;         20;    392; Encerrado!
     449;    7506;      W;         60;    392; Encerrado!
     449;    7507;      W;         90;    392; Encerrado!
     449;    7508;      S;         40;    392; Encerrado!
     449;    7509;      N;         90;    392; Encerrado!
     449;    7510;      W;         30;    392; Encerrado!
     450;    7511;      N;         70;    393; Encerrado!
     450;    7512;      N;         20;    393; Encerrado!
     450;    7513;      S;         90;    393; Encerrado!
     450;    7514;      S;        100;    393; Encerrado!
     450;    7515;      W;         60;    393; Encerrado!
     450;    7516;      E;         10;    393; Encerrado!
     450;    7517;      N;         80;    393; Encerrado!
     450;    7518;      N;         30;    393; Encerrado!
     450;    7519;      E;         20;    393; Encerrado!
     450;    7520;      W;         90;    393; Encerrado!
     450;    7521;      E;         30;    393; Encerrado!
     450;    7522;      S;         70;    393; Encerrado!
     450;    7523;      W;         80;    393; Encerrado!
     450;    7524;      E;         30;    393; Encerrado!
     451;    7525;      W;         30;    394; Encerrado!
     451;    7526;      E;         30;    394; Encerrado!
     451;    7527;      W;         90;    394; Encerrado!
     451;    7528;      E;         30;    394; Encerrado!
     451;    7529;      E;        100;    394; Encerrado!
     451;    7530;      W;         90;    394; Encerrado!
     451;    7531;      N;         80;    394; Encerrado!
     451;    7532;      S;         70;    394; Encerrado!
     451;    7533;      N;         50;    394; Encerrado!
     451;    7534;      N;         50;    394; Encerrado!
     451;    7535;      N;        100;    394; Encerrado!
     451;    7536;      N;         40;    394; Encerrado!
     451;    7537;      N;         70;    394; Encerrado!
     451;    7538;      N;         10;    394; Encerrado!
     451;    7539;      W;         40;    394; Encerrado!
     451;    7540;      S;         40;    394; Encerrado!
     451;    7541;      S;         30;    394; Encerrado!
     451;    7542;      E;         50;    394; Encerrado!
     451;    7543;      W;         70;    394; Encerrado!
     452;    7544;      S;         30;    395; Encerrado!
     452;    7545;      N;         70;    395; Encerrado!
     452;    7546;      E;        100;    395; Encerrado!
     452;    7547;      W;         90;    395; Encerrado!
     452;    7548;      W;         50;    395; Encerrado!
     452;    7549;      W;        100;    395; Encerrado!
     452;    7550;      W;         30;    395; Encerrado!
     452;    7551;      S;         20;    395; Encerrado!
     452;    7552;      S;         70;    395; Encerrado!
     452;    7553;      N;         60;    395; Encerrado!
     452;    7554;      N;         70;    395; Encerrado!
     452;    7555;      N;         90;    395; Encerrado!
     452;    7556;      W;         70;    395; Encerrado!
     452;    7557;      W;         70;    395; Encerrado!
     453;    7558;      W;         60;    396; Encerrado!
     453;    7559;      N;         30;    396; Encerrado!
     453;    7560;      S;         70;    396; Encerrado!
     453;    7561;      W;         80;    396; Encerrado!
     453;    7562;      W;         90;    396; Encerrado!
     453;    7563;      E;         80;    396; Encerrado!
     453;    7564;      S;         40;    396; Encerrado!
     453;    7565;      E;         20;    396; Encerrado!
     453;    7566;      E;         30;    396; Encerrado!
     453;    7567;      E;         40;    396; Encerrado!
     453;    7568;      E;         20;    396; Encerrado!
     453;    7569;      N;         60;    396; Encerrado!
     453;    1010;      E;         90;    444; Encerrado!
     453;    7571;      N;         40;    396; Encerrado!
     453;    7572;      E;         70;    396; Encerrado!
     453;    7573;      W;        100;    396; Encerrado!
     453;    7574;      S;         70;    396; Encerrado!
     453;    7575;      E;         30;    396; Encerrado!
     453;    7576;      W;         90;    396; Encerrado!
     453;    7577;      S;         40;    396; Encerrado!
     453;    7578;      N;         10;    396; Encerrado!
     453;    7579;      S;         10;    396; Encerrado!
     454;    7580;      W;         40;    397; Encerrado!
     454;    7581;      N;        100;    397; Encerrado!
     454;    7582;      N;         40;    397; Encerrado!
     454;    7583;      W;         70;    397; Encerrado!
     454;    7584;      N;         20;    397; Encerrado!
     454;    7585;      E;         70;    397; Encerrado!
     454;    7586;      E;         30;    397; Encerrado!
     454;    7587;      W;        100;    397; Encerrado!
     454;    7588;      W;         70;    397; Encerrado!
     454;    7589;      N;         20;    397; Encerrado!
     454;    7590;      E;         70;    397; Encerrado!
     454;    7591;      E;         70;    397; Encerrado!
     454;    7592;      W;         30;    397; Encerrado!
     454;    7593;      E;         30;    397; Encerrado!
     455;    7594;      E;        100;    398; Encerrado!
     455;    7595;      S;         80;    398; Encerrado!
     455;    7596;      N;         70;    398; Encerrado!
     455;    7597;      S;         30;    398; Encerrado!
     455;    7598;      E;         50;    398; Encerrado!
     455;    7599;      E;         30;    398; Encerrado!
     455;    7600;      N;         60;    398; Encerrado!
     455;    7601;      W;         90;    398; Encerrado!
     455;    7602;      W;        100;    398; Encerrado!
     455;    7603;      E;         80;    398; Encerrado!
     455;    7604;      W;         30;    398; Encerrado!
     455;    7605;      N;         30;    398; Encerrado!
     455;    7606;      N;        100;    398; Encerrado!
     455;    7607;      W;         70;    398; Encerrado!
     455;    7608;      W;         60;    398; Encerrado!
     455;    7609;      W;         20;    398; Encerrado!
     455;    7610;      N;         10;    398; Encerrado!
     455;    7611;      W;         50;    398; Encerrado!
     455;    7612;      N;        100;    398; Encerrado!
     455;    7613;      E;         10;    398; Encerrado!
     456;    7614;      W;         80;    399; Encerrado!
     456;    7615;      S;        100;    399; Encerrado!
     456;    7616;      N;         30;    399; Encerrado!
     456;    7617;      S;         90;    399; Encerrado!
     456;    7618;      S;         30;    399; Encerrado!
     456;    7619;      E;         90;    399; Encerrado!
     456;    7620;      N;         40;    399; Encerrado!
     456;    7621;      W;         70;    399; Encerrado!
     456;    7622;      S;         20;    399; Encerrado!
     456;    7623;      E;         60;    399; Encerrado!
     456;    7624;      W;         30;    399; Encerrado!
     456;    7625;      W;         50;    399; Encerrado!
     457;    7626;      N;         40;    400; Encerrado!
     457;    7627;      S;         60;    400; Encerrado!
     457;    7628;      S;         90;    400; Encerrado!
     457;    7629;      W;         10;    400; Encerrado!
     457;    7630;      S;         40;    400; Encerrado!
     457;    7631;      S;         50;    400; Encerrado!
     457;    7632;      N;         30;    400; Encerrado!
     457;    7633;      N;         90;    400; Encerrado!
     457;    7634;      W;         10;    400; Encerrado!
     457;    7635;      W;         20;    400; Encerrado!
     457;    7636;      S;         70;    400; Encerrado!
     457;    7637;      E;         90;    400; Encerrado!
     457;    7638;      W;         90;    400; Encerrado!
     457;    7639;      E;         10;    400; Encerrado!
     457;    7640;      N;         70;    400; Encerrado!
     457;    7641;      N;         20;    400; Encerrado!
     457;    7642;      S;         50;    400; Encerrado!
     457;    7643;      S;         80;    400; Encerrado!
     457;    7644;      S;         30;    400; Encerrado!
     457;    7645;      E;         90;    400; Encerrado!
     457;    7646;      N;         10;    400; Encerrado!
     457;    7647;      S;         20;    400; Encerrado!
     458;    7648;      S;        100;    401; Encerrado!
     458;    7649;      N;         60;    400; Encerrado!
     458;    7650;      W;         40;    400; Encerrado!
     458;    7651;      E;         50;    400; Encerrado!
     458;    7652;      W;        100;    400; Encerrado!
     458;    7653;      N;         50;    400; Encerrado!
     458;    7654;      S;         70;    400; Encerrado!
     458;    7655;      S;         50;    400; Encerrado!
     458;    7656;      W;         80;    400; Encerrado!
     458;    7657;      N;         20;    400; Encerrado!
     458;    7658;      E;         10;    400; Encerrado!
     458;    7659;      S;         40;    400; Encerrado!
     458;    7660;      N;         70;    400; Encerrado!
     458;    7661;      E;         80;    400; Encerrado!
     459;    7662;      W;         10;    401; Encerrado!
     459;    7663;      N;        100;    401; Encerrado!
     459;    7664;      E;         90;    401; Encerrado!
     459;    7665;      W;         30;    401; Encerrado!
     459;    7666;      N;         90;    401; Encerrado!
     459;    7667;      S;         50;    401; Encerrado!
     459;    7668;      E;         60;    401; Encerrado!
     459;    7669;      N;         20;    401; Encerrado!
     459;    7670;      W;         10;    401; Encerrado!
     459;    7671;      W;         20;    401; Encerrado!
     459;    7672;      W;         90;    401; Encerrado!
     459;    7673;      N;        100;    401; Encerrado!
     459;    7674;      W;         10;    401; Encerrado!
     459;    7675;      S;         30;    401; Encerrado!
     459;    7676;      W;         70;    401; Encerrado!
     459;    7677;      W;         80;    401; Encerrado!
     459;    7678;      W;         20;    401; Encerrado!
     459;    7679;      N;         20;    401; Encerrado!
     459;    7680;      W;         10;    401; Encerrado!
     459;    7681;      W;         40;    401; Encerrado!
     460;    7682;      E;         20;    402; Encerrado!
     460;    7683;      W;        100;    402; Encerrado!
     460;    7684;      S;         60;    402; Encerrado!
     460;    7685;      N;         20;    402; Encerrado!
     460;    7686;      S;         20;    402; Encerrado!
     460;    7687;      E;         30;    402; Encerrado!
     460;    7688;      N;         10;    402; Encerrado!
     460;    7689;      N;         80;    402; Encerrado!
     460;    7690;      E;         10;    402; Encerrado!
     460;    7691;      N;         60;    402; Encerrado!
     460;    7692;      E;         50;    402; Encerrado!
     460;    7693;      S;         50;    402; Encerrado!
     460;    7694;      N;         50;    402; Encerrado!
     461;    7695;      W;         20;    403; Encerrado!
     461;    7696;      E;         10;    403; Encerrado!
     461;    7697;      S;         70;    403; Encerrado!
     461;    7698;      S;         80;    403; Encerrado!
     461;    7699;      N;         90;    403; Encerrado!
     461;    7700;      N;         30;    403; Encerrado!
     461;    7701;      S;         40;    403; Encerrado!
     461;    7702;      S;         50;    403; Encerrado!
     461;    7703;      E;         50;    403; Encerrado!
     461;    7704;      E;         80;    403; Encerrado!
     461;    7705;      E;         30;    403; Encerrado!
     461;    7706;      W;         50;    403; Encerrado!
     461;    7707;      N;         30;    403; Encerrado!
     461;    7708;      W;         30;    403; Encerrado!
     461;    7709;      W;        100;    403; Encerrado!
     461;    7710;      N;         10;    403; Encerrado!
     461;    7711;      N;        100;    403; Encerrado!
     461;    7712;      N;         10;    403; Encerrado!
     461;    7713;      E;         20;    403; Encerrado!
     461;    7714;      S;         80;    403; Encerrado!
     462;    7715;      N;        100;    404; Encerrado!
     462;    7716;      W;         80;    404; Encerrado!
     462;    7717;      S;         50;    404; Encerrado!
     462;    7718;      N;         20;    404; Encerrado!
     462;    7719;      N;        100;    404; Encerrado!
     462;    7720;      S;         20;    404; Encerrado!
     462;    7721;      E;        100;    404; Encerrado!
     462;    7722;      E;         70;    404; Encerrado!
     462;    7723;      W;         60;    404; Encerrado!
     462;    7724;      N;         70;    404; Encerrado!
     462;    7725;      N;         20;    404; Encerrado!
     462;    7726;      E;         80;    404; Encerrado!
     462;    7727;      E;         30;    404; Encerrado!
     463;    7728;      S;         60;    405; Encerrado!
     463;    7729;      N;         50;    405; Encerrado!
     463;    7730;      W;         70;    405; Encerrado!
     463;    7731;      S;         40;    405; Encerrado!
     463;    7732;      W;        100;    405; Encerrado!
     463;    7733;      N;         10;    405; Encerrado!
     463;    7734;      W;         80;    405; Encerrado!
     463;    7735;      S;         30;    405; Encerrado!
     463;    7736;      S;         30;    405; Encerrado!
     463;    7737;      E;        100;    405; Encerrado!
     463;    7738;      S;         30;    405; Encerrado!
     463;    7739;      S;         20;    405; Encerrado!
     463;    7740;      E;         90;    405; Encerrado!
     463;    7741;      E;         90;    405; Encerrado!
     463;    7742;      S;         50;    405; Encerrado!
     463;    7743;      E;         20;    405; Encerrado!
     463;    7744;      S;         60;    405; Encerrado!
     463;    7745;      N;         30;    405; Encerrado!
     463;    7746;      S;         40;    405; Encerrado!
     463;    7747;      E;         20;    405; Encerrado!
     463;    7748;      E;         10;    405; Encerrado!
     464;    7749;      E;         50;    406; Encerrado!
     464;    7750;      E;         70;    406; Encerrado!
     464;    7751;      N;         80;    406; Encerrado!
     464;    7752;      E;         80;    406; Encerrado!
     464;    7753;      W;         20;    406; Encerrado!
     464;    7754;      N;         30;    406; Encerrado!
     464;    7755;      E;         90;    406; Encerrado!
     464;    7756;      W;         90;    405; Encerrado!
     464;    7757;      E;         20;    405; Encerrado!
     464;    7758;      S;         90;    405; Encerrado!
     464;    7759;      N;         60;    405; Encerrado!
     464;    7760;      N;         70;    405; Encerrado!
     464;    7761;      W;        100;    405; Encerrado!
     465;    7762;      S;         80;    406; Encerrado!
     465;    7763;      E;         40;    406; Encerrado!
     465;    7764;      W;         90;    406; Encerrado!
     465;    7765;      W;        100;    406; Encerrado!
     465;    7766;      E;        100;    406; Encerrado!
     465;    7767;      N;         40;    406; Encerrado!
     465;    7768;      S;        100;    406; Encerrado!
     465;    7769;      E;        100;    406; Encerrado!
     465;    7770;      S;         90;    406; Encerrado!
     465;    7771;      W;         20;    406; Encerrado!
     465;    7772;      W;         50;    406; Encerrado!
     465;    7773;      E;         70;    406; Encerrado!
     465;    7774;      S;         10;    406; Encerrado!
     465;    7775;      S;         70;    406; Encerrado!
     465;    7776;      N;         20;    406; Encerrado!
     465;    7777;      S;         80;    406; Encerrado!
     465;    7778;      S;         70;    406; Encerrado!
     465;    7779;      S;         40;    406; Encerrado!
     465;    7780;      W;         40;    406; Encerrado!
     465;    7781;      S;         90;    406; Encerrado!
     465;    7782;      S;        100;    406; Encerrado!
     466;    7783;      E;         10;    407; Encerrado!
     466;    7784;      S;         20;    407; Encerrado!
     466;    7785;      E;        100;    407; Encerrado!
     466;    7786;      S;         20;    407; Encerrado!
     466;    7787;      E;         40;    407; Encerrado!
     466;    7788;      E;         30;    407; Encerrado!
     466;    7789;      N;         40;    407; Encerrado!
     466;    7790;      N;         60;    407; Encerrado!
     466;    7791;      W;         20;    407; Encerrado!
     466;    7792;      W;         80;    407; Encerrado!
     466;    7793;      N;        100;    407; Encerrado!
     466;    7794;      S;         50;    407; Encerrado!
     466;    7795;      E;         20;    407; Encerrado!
     467;    7796;      S;         20;    408; Encerrado!
     467;    7797;      E;        100;    408; Encerrado!
     467;    7798;      E;         20;    408; Encerrado!
     467;    7799;      N;         60;    408; Encerrado!
     467;    7800;      E;         20;    408; Encerrado!
     467;    7801;      N;         50;    408; Encerrado!
     467;    7802;      E;         30;    408; Encerrado!
     467;    7803;      W;         90;    408; Encerrado!
     467;    7804;      W;         60;    408; Encerrado!
     467;    7805;      E;         80;    408; Encerrado!
     467;    7806;      N;        100;    408; Encerrado!
     467;    7807;      E;         70;    408; Encerrado!
     467;    7808;      S;         80;    408; Encerrado!
     467;    7809;      W;         80;    408; Encerrado!
     467;    7810;      S;         30;    408; Encerrado!
     468;    7811;      W;        100;    409; Encerrado!
     468;    7812;      N;        100;    409; Encerrado!
     468;    7813;      N;         30;    409; Encerrado!
     468;    7814;      S;         70;    409; Encerrado!
     468;    7815;      E;         60;    409; Encerrado!
     468;    7816;      E;         10;    409; Encerrado!
     468;    7817;      W;        100;    409; Encerrado!
     468;    7818;      E;         10;    409; Encerrado!
     468;    7819;      W;         80;    409; Encerrado!
     468;    7820;      E;         40;    409; Encerrado!
     468;    7821;      W;         40;    409; Encerrado!
     468;    7822;      W;         30;    409; Encerrado!
     468;    7823;      S;         50;    409; Encerrado!
     469;    7824;      N;         70;    410; Encerrado!
     469;    7825;      S;         20;    410; Encerrado!
     469;    7826;      W;         60;    410; Encerrado!
     469;    7827;      N;         10;    410; Encerrado!
     469;    7828;      W;         90;    410; Encerrado!
     469;    7829;      E;         40;    410; Encerrado!
     469;    7830;      E;         40;    410; Encerrado!
     469;    7831;      N;         80;    410; Encerrado!
     469;    7832;      S;         40;    410; Encerrado!
     469;    7833;      E;         70;    410; Encerrado!
     469;    7834;      S;         60;    410; Encerrado!
     469;    7835;      W;         80;    410; Encerrado!
     469;    7836;      N;        100;    410; Encerrado!
     469;    7837;      N;         40;    410; Encerrado!
     469;    7838;      N;         80;    410; Encerrado!
     469;    7839;      N;         20;    410; Encerrado!
     469;    7840;      N;         20;    410; Encerrado!
     469;    7841;      S;         80;    410; Encerrado!
     469;    7842;      E;         70;    410; Encerrado!
     469;    7843;      S;         60;    410; Encerrado!
     469;    7844;      N;         40;    410; Encerrado!
     469;    7845;      E;         20;    410; Encerrado!
     470;    7846;      E;         40;    411; Encerrado!
     470;    7847;      E;         70;    411; Encerrado!
     470;    7848;      S;         60;    411; Encerrado!
     470;    7849;      S;         80;    411; Encerrado!
     470;    7850;      S;        100;    411; Encerrado!
     470;    7851;      W;         60;    411; Encerrado!
     470;    7852;      E;         80;    411; Encerrado!
     470;    7853;      E;         10;    411; Encerrado!
     470;    7854;      S;         60;    411; Encerrado!
     470;    7855;      N;         80;    411; Encerrado!
     470;    7856;      S;         20;    411; Encerrado!
     470;    7857;      N;         80;    411; Encerrado!
     470;    7858;      E;         50;    411; Encerrado!
     470;    7859;      W;         60;    411; Encerrado!
     470;    7860;      W;        100;    411; Encerrado!
     471;    7861;      S;         20;    412; Encerrado!
     471;    7862;      E;         40;    412; Encerrado!
     471;    7863;      N;         90;    412; Encerrado!
     471;    7864;      W;         70;    412; Encerrado!
     471;    7865;      S;         20;    412; Encerrado!
     471;    7866;      W;         60;    412; Encerrado!
     471;    7867;      W;         90;    412; Encerrado!
     471;    7868;      W;         70;    412; Encerrado!
     471;    7869;      W;         80;    412; Encerrado!
     471;    7870;      E;         20;    412; Encerrado!
     471;    7871;      S;         10;    412; Encerrado!
     471;    7872;      N;         90;    412; Encerrado!
     471;    7873;      S;        100;    412; Encerrado!
     471;    7874;      E;         80;    412; Encerrado!
     471;    7875;      W;         10;    412; Encerrado!
     471;    7876;      N;         20;    412; Encerrado!
     471;    7877;      N;         90;    412; Encerrado!
     471;    7878;      W;        100;    412; Encerrado!
     471;    7879;      S;         70;    412; Encerrado!
     471;    7880;      E;        100;    412; Encerrado!
     472;    7881;      E;         50;    413; Encerrado!
     472;    7882;      N;        100;    413; Encerrado!
     472;    7883;      N;         40;    413; Encerrado!
     472;    7884;      N;         70;    413; Encerrado!
     472;    7885;      E;        100;    413; Encerrado!
     472;    7886;      E;         90;    413; Encerrado!
     472;    7887;      N;        100;    413; Encerrado!
     472;    7888;      N;         50;    413; Encerrado!
     472;    7889;      N;         10;    413; Encerrado!
     472;    7890;      E;         20;    413; Encerrado!
     472;    7891;      E;         50;    413; Encerrado!
     472;    7892;      S;         10;    413; Encerrado!
     472;    7893;      W;         30;    413; Encerrado!
     472;    7894;      E;         50;    413; Encerrado!
     473;    7895;      N;         30;    414; Encerrado!
     473;    7896;      E;         90;    414; Encerrado!
     473;    7897;      E;         10;    414; Encerrado!
     473;    7898;      W;        100;    414; Encerrado!
     473;    7899;      E;         40;    414; Encerrado!
     473;    7900;      W;         50;    414; Encerrado!
     473;    7901;      N;         40;    414; Encerrado!
     473;    7902;      E;         40;    414; Encerrado!
     473;    7903;      S;         70;    414; Encerrado!
     473;    7904;      E;         40;    414; Encerrado!
     473;    7905;      W;         70;    414; Encerrado!
     473;    7906;      E;         10;    414; Encerrado!
     473;    7907;      S;         10;    414; Encerrado!
     473;    7908;      S;         20;    414; Encerrado!
     473;    7909;      S;         30;    414; Encerrado!
     473;    7910;      S;         20;    414; Encerrado!
     473;    7911;      W;         40;    414; Encerrado!
     473;    7912;      S;         20;    414; Encerrado!
     473;    7913;      N;         70;    414; Encerrado!
     473;    7914;      N;         20;    414; Encerrado!
     474;    7915;      W;         80;    415; Encerrado!
     474;    7916;      E;         40;    415; Encerrado!
     474;    7917;      S;         70;    415; Encerrado!
     474;    7918;      W;         80;    415; Encerrado!
     474;    7919;      W;         80;    414; Encerrado!
     474;    7920;      S;         20;    414; Encerrado!
     474;    7921;      N;         80;    414; Encerrado!
     474;    7922;      E;         60;    414; Encerrado!
     474;    7923;      E;         30;    414; Encerrado!
     474;    7924;      S;         10;    414; Encerrado!
     474;    7925;      E;         90;    414; Encerrado!
     474;    7926;      E;         10;    414; Encerrado!
     474;    7927;      E;         30;    414; Encerrado!
     474;    7928;      N;         40;    414; Encerrado!
     474;    7929;      S;         20;    414; Encerrado!
     475;    7930;      N;         50;    415; Encerrado!
     475;    7931;      E;         50;    415; Encerrado!
     475;    7932;      N;         70;    415; Encerrado!
     475;    7933;      S;         30;    415; Encerrado!
     475;    7934;      W;         70;    415; Encerrado!
     475;    7935;      S;         40;    415; Encerrado!
     475;    7936;      E;         50;    415; Encerrado!
     475;    7937;      W;        100;    415; Encerrado!
     475;    7938;      N;         10;    415; Encerrado!
     475;    7939;      N;         40;    415; Encerrado!
     475;    7940;      E;         20;    415; Encerrado!
     475;    7941;      E;         90;    415; Encerrado!
     475;    7942;      S;         50;    415; Encerrado!
     475;    7943;      W;         90;    415; Encerrado!
     475;    7944;      E;         50;    415; Encerrado!
     475;    7945;      S;         50;    415; Encerrado!
     475;    7946;      N;         80;    415; Encerrado!
     475;    7947;      N;         50;    415; Encerrado!
     475;    7948;      N;         50;    415; Encerrado!
     475;    7949;      E;        100;    415; Encerrado!
     475;    7950;      S;         20;    415; Encerrado!
     476;    7951;      W;         90;    416; Encerrado!
     476;    7952;      N;        100;    416; Encerrado!
     476;    7953;      W;         90;    416; Encerrado!
     476;    7954;      W;         80;    416; Encerrado!
     476;    7955;      E;         30;    416; Encerrado!
     476;    7956;      N;        100;    416; Encerrado!
     476;    7957;      W;         60;    416; Encerrado!
     476;    7958;      N;         30;    416; Encerrado!
     476;    7959;      N;        100;    416; Encerrado!
     476;    7960;      E;         50;    416; Encerrado!
     476;    7961;      N;         70;    416; Encerrado!
     476;    7962;      E;        100;    416; Encerrado!
     476;    7963;      W;         10;    416; Encerrado!
     477;    7964;      N;         90;    417; Encerrado!
     477;    7965;      S;        100;    417; Encerrado!
     477;    7966;      S;         70;    417; Encerrado!
     477;    7967;      W;         30;    417; Encerrado!
     477;    7968;      E;         50;    417; Encerrado!
     477;    7969;      N;         60;    417; Encerrado!
     477;    7970;      N;         40;    417; Encerrado!
     477;    7971;      N;         70;    417; Encerrado!
     477;    7972;      E;         70;    417; Encerrado!
     477;    7973;      N;         90;    417; Encerrado!
     477;    7974;      W;         10;    417; Encerrado!
     477;    7975;      N;         90;    417; Encerrado!
     477;    7976;      N;         30;    417; Encerrado!
     477;    7977;      S;         20;    417; Encerrado!
     477;    7978;      S;         10;    417; Encerrado!
     477;    7979;      E;         50;    417; Encerrado!
     477;    7980;      W;         30;    417; Encerrado!
     477;    7981;      E;         40;    417; Encerrado!
     477;    7982;      S;         30;    417; Encerrado!
     477;    7983;      E;         70;    417; Encerrado!
     478;    7984;      E;         40;    418; Encerrado!
     478;    7985;      E;         80;    418; Encerrado!
     478;    7986;      S;         90;    418; Encerrado!
     478;    7987;      W;         80;    418; Encerrado!
     478;    7988;      S;         60;    418; Encerrado!
     478;    7989;      E;         40;    418; Encerrado!
     478;    7990;      S;         80;    418; Encerrado!
     478;    7991;      S;         10;    418; Encerrado!
     478;    7992;      W;         60;    418; Encerrado!
     478;    7993;      E;        100;    418; Encerrado!
     478;    7994;      N;         90;    418; Encerrado!
     478;    7995;      W;         80;    418; Encerrado!
     478;    1066;      E;         30;    469; Encerrado!
     478;    7997;      W;         70;    418; Encerrado!
     478;    7998;      N;         40;    418; Encerrado!
     478;    7999;      S;         30;    418; Encerrado!
     479;    8000;      W;         20;    419; Encerrado!
     479;    8001;      W;         90;    419; Encerrado!
     479;    8002;      E;         60;    419; Encerrado!
     479;    8003;      E;         20;    419; Encerrado!
     479;    8004;      S;         10;    419; Encerrado!
     479;    8005;      E;         20;    419; Encerrado!
     479;    8006;      E;         50;    419; Encerrado!
     479;    8007;      E;         60;    419; Encerrado!
     479;    8008;      W;         60;    419; Encerrado!
     479;    8009;      N;         50;    419; Encerrado!
     479;    8010;      E;         40;    419; Encerrado!
     479;    8011;      E;        100;    419; Encerrado!
     479;    8012;      W;         20;    419; Encerrado!
     479;    8013;      E;         80;    419; Encerrado!
     479;    8014;      W;         30;    419; Encerrado!
     479;    8015;      E;         30;    419; Encerrado!
     479;    8016;      N;         70;    419; Encerrado!
     479;    8017;      W;         70;    419; Encerrado!
     479;    8018;      W;         40;    419; Encerrado!
     479;    8019;      E;         40;    419; Encerrado!
     479;    8020;      E;         40;    419; Encerrado!
     480;    8021;      N;         70;    420; Encerrado!
     480;    8022;      S;         80;    420; Encerrado!
     480;    8023;      E;         20;    419; Encerrado!
     480;    8024;      N;         60;    419; Encerrado!
     480;    8025;      W;         70;    419; Encerrado!
     480;    8026;      W;        100;    419; Encerrado!
     480;    8027;      N;         60;    419; Encerrado!
     480;    8028;      E;         50;    419; Encerrado!
     480;    8029;      N;        100;    419; Encerrado!
     480;    8030;      W;         80;    419; Encerrado!
     480;    8031;      E;         90;    419; Encerrado!
     480;    8032;      W;         20;    419; Encerrado!
     480;    8033;      S;        100;    419; Encerrado!
     481;    8034;      W;        100;    420; Encerrado!
     481;    8035;      E;         60;    420; Encerrado!
     481;    8036;      W;         10;    420; Encerrado!
     481;    8037;      N;         40;    420; Encerrado!
     481;    8038;      N;         20;    420; Encerrado!
     481;    8039;      E;         20;    420; Encerrado!
     481;    8040;      N;         30;    420; Encerrado!
     481;    8041;      N;         50;    420; Encerrado!
     481;    8042;      N;        100;    420; Encerrado!
     481;    8043;      N;         60;    420; Encerrado!
     481;    8044;      W;        100;    420; Encerrado!
     481;    8045;      E;         70;    420; Encerrado!
     481;    8046;      S;         30;    420; Encerrado!
     481;    8047;      S;         30;    420; Encerrado!
     481;    8048;      N;         40;    420; Encerrado!
     481;    8049;      S;         20;    420; Encerrado!
     481;    8050;      W;         50;    420; Encerrado!
     481;    8051;      W;         60;    420; Encerrado!
     481;    8052;      W;         50;    420; Encerrado!
     481;    8053;      E;         90;    420; Encerrado!
     482;    8054;      W;         40;    421; Encerrado!
     482;    8055;      W;         90;    421; Encerrado!
     482;    8056;      S;         20;    421; Encerrado!
     482;    8057;      E;        100;    421; Encerrado!
     482;    8058;      S;         70;    421; Encerrado!
     482;    8059;      W;         50;    421; Encerrado!
     482;    8060;      E;         20;    421; Encerrado!
     482;    8061;      S;         70;    421; Encerrado!
     482;    8062;      S;         10;    421; Encerrado!
     482;    8063;      E;         60;    421; Encerrado!
     482;    8064;      N;         60;    421; Encerrado!
     482;    8065;      W;         90;    421; Encerrado!
     482;    8066;      E;         20;    421; Encerrado!
     482;    8067;      S;         70;    421; Encerrado!
     482;    8068;      S;         10;    421; Encerrado!
     483;    8069;      N;         30;    422; Encerrado!
     483;    8070;      S;         90;    422; Encerrado!
     483;    8071;      W;         50;    422; Encerrado!
     483;    8072;      N;         20;    422; Encerrado!
     483;    8073;      W;         80;    422; Encerrado!
     483;    8074;      E;         50;    422; Encerrado!
     483;    8075;      N;         70;    422; Encerrado!
